Ref,Val,Package,PosX,PosY,Rot,Side
"LED309","LED_ARGB","LED_RGB_0606",347.421200,-152.196800,0.000000,top
"LED310","LED_ARGB","LED_RGB_0606",344.322400,-150.317200,0.000000,top
"LED311","LED_ARGB","LED_RGB_0606",359.308400,-106.172000,0.000000,top
"LED312","LED_ARGB","LED_RGB_0606",355.396800,-106.172000,0.000000,top
"LED313","LED_ARGB","LED_RGB_0606",358.546400,-96.113600,0.000000,top
"LED314","LED_ARGB","LED_RGB_0606",355.193600,-94.742000,0.000000,top
"LED315","LED_ARGB","LED_RGB_0606",351.383600,-94.335600,0.000000,top
"LED316","LED_ARGB","LED_RGB_0606",356.717600,-159.918400,0.000000,top
"LED317","LED_ARGB","LED_RGB_0606",359.308400,-162.966400,0.000000,top
"LED318","LED_ARGB","LED_RGB_0606",353.263200,-183.997600,0.000000,top
"LED319","LED_ARGB","LED_RGB_0606",349.758000,-182.118000,0.000000,top
"LED320","LED_ARGB","LED_RGB_0606",335.483200,-168.402000,0.000000,top
"LED321","LED_ARGB","LED_RGB_0606",338.175600,-171.043600,0.000000,top
"LED322","LED_ARGB","LED_RGB_0606",341.122000,-173.990000,0.000000,top
"LED323","LED_ARGB","LED_RGB_0606",344.017600,-176.631600,0.000000,top
"LED324","LED_ARGB","LED_RGB_0606",346.913200,-179.374800,0.000000,top
"LED326","LED_ARGB","LED_RGB_0606",18.669000,-89.874000,0.000000,top
"LED327","LED_ARGB","LED_RGB_0606",28.194000,-89.874000,0.000000,top
"LED328","LED_ARGB","LED_RGB_0606",9.200000,-89.900000,0.000000,top
"LED329","LED_ARGB","LED_RGB_0606",330.860400,-180.594000,0.000000,top
"LED330","LED_ARGB","LED_RGB_0606",333.349600,-183.642000,0.000000,top
"LED334","LED_ARGB","LED_RGB_0606",293.500000,-123.200000,0.000000,top
"LED335","LED_ARGB","LED_RGB_0606",142.800000,-62.200000,0.000000,top
"LED336","LED_ARGB","LED_RGB_0606",146.200000,-59.900000,0.000000,top
"LED337","LED_ARGB","LED_RGB_0606",149.500000,-57.300000,0.000000,top
"LED338","LED_ARGB","LED_RGB_0606",152.700000,-54.900000,0.000000,top
"LED339","LED_ARGB","LED_RGB_0606",155.800000,-52.300000,0.000000,top
"LED340","LED_ARGB","LED_RGB_0606",260.300000,-116.600000,0.000000,top
"LED341","LED_ARGB","LED_RGB_0606",159.000000,-49.800000,0.000000,top
"LED342","LED_ARGB","LED_RGB_0606",162.700000,-47.600000,0.000000,top
"LED343","LED_ARGB","LED_RGB_0606",165.900000,-45.100000,0.000000,top
"LED344","LED_ARGB","LED_RGB_0606",169.500000,-43.600000,0.000000,top
"LED345","LED_ARGB","LED_RGB_0606",173.500000,-42.600000,0.000000,top
"LED346","LED_ARGB","LED_RGB_0606",177.400000,-41.300000,0.000000,top
"LED347","LED_ARGB","LED_RGB_0606",181.000000,-39.700000,0.000000,top
"LED348","LED_ARGB","LED_RGB_0606",185.100000,-39.200000,0.000000,top
"LED349","LED_ARGB","LED_RGB_0606",189.200000,-39.000000,0.000000,top
"LED350","LED_ARGB","LED_RGB_0606",193.200000,-39.200000,0.000000,top
"LED351","LED_ARGB","LED_RGB_0606",197.200000,-38.900000,0.000000,top
"LED352","LED_ARGB","LED_RGB_0606",201.000000,-38.400000,0.000000,top
"LED353","LED_ARGB","LED_RGB_0606",204.800000,-38.000000,0.000000,top
"LED354","LED_ARGB","LED_RGB_0606",208.100000,-36.300000,0.000000,top
"LED355","LED_ARGB","LED_RGB_0606",212.400000,-37.100000,0.000000,top
"LED356","LED_ARGB","LED_RGB_0606",216.600000,-36.500000,0.000000,top
"LED357","LED_ARGB","LED_RGB_0606",220.700000,-38.000000,0.000000,top
"LED358","LED_ARGB","LED_RGB_0606",224.700000,-37.000000,0.000000,top
"LED359","LED_ARGB","LED_RGB_0606",228.300000,-35.400000,0.000000,top
"LED360","LED_ARGB","LED_RGB_0606",231.700000,-33.400000,0.000000,top
"LED361","LED_ARGB","LED_RGB_0606",235.100000,-31.800000,0.000000,top
"LED362","LED_ARGB","LED_RGB_0606",293.600000,-126.400000,0.000000,top
"LED363","LED_ARGB","LED_RGB_0606",293.600000,-129.800000,0.000000,top
"LED366","LED_ARGB","LED_RGB_0606",293.600000,-133.200000,0.000000,top
"LED367","LED_ARGB","LED_RGB_0606",293.300000,-136.600000,0.000000,top
"LED369","LED_ARGB","LED_RGB_0606",292.500000,-140.200000,0.000000,top
"LED370","LED_ARGB","LED_RGB_0606",263.900000,-115.400000,0.000000,top
"LED372","LED_ARGB","LED_RGB_0606",292.700000,-143.800000,0.000000,top
"LED373","LED_ARGB","LED_RGB_0606",293.000000,-147.400000,0.000000,top
"LED374","LED_ARGB","LED_RGB_0606",292.500000,-154.400000,0.000000,top
"LED375","LED_ARGB","LED_RGB_0606",292.400000,-157.800000,0.000000,top
"LED377","LED_ARGB","LED_RGB_0606",294.000000,-116.800000,0.000000,top
"LED378","LED_ARGB","LED_RGB_0606",293.600000,-120.000000,0.000000,top
"LED380","LED_ARGB","LED_RGB_0606",270.900000,-114.600000,0.000000,top
"LED381","LED_ARGB","LED_RGB_0606",275.000000,-114.400000,0.000000,top
"LED382","LED_ARGB","LED_RGB_0606",279.300000,-114.000000,0.000000,top
"LED383","LED_ARGB","LED_RGB_0606",283.300000,-113.800000,0.000000,top
"LED384","LED_ARGB","LED_RGB_0606",287.500000,-113.400000,0.000000,top
"LED385","LED_ARGB","LED_RGB_0606",291.700000,-113.400000,0.000000,top
"LED386","LED_ARGB","LED_RGB_0606",296.300000,-114.000000,0.000000,top
"LED387","LED_ARGB","LED_RGB_0606",300.000000,-116.000000,0.000000,top
"LED390","LED_ARGB","LED_RGB_0606",292.200000,-161.000000,0.000000,top
"LED391","LED_ARGB","LED_RGB_0606",293.700000,-166.800000,0.000000,top
"LED392","LED_ARGB","LED_RGB_0606",292.300000,-170.200000,0.000000,top
"LED401","LED_ARGB","LED_RGB_0606",134.900000,-64.900000,0.000000,top
"LED402","LED_ARGB","LED_RGB_0606",255.375000,-49.100000,0.000000,top
"LED403","LED_ARGB","LED_RGB_0606",255.700000,-45.425000,0.000000,top
"LED404","LED_ARGB","LED_RGB_0606",257.875000,-42.400000,0.000000,top
"LED405","LED_ARGB","LED_RGB_0606",260.875000,-39.900000,0.000000,top
"LED406","LED_ARGB","LED_RGB_0606",264.250000,-37.550000,0.000000,top
"LED407","LED_ARGB","LED_RGB_0606",266.725000,-34.575000,0.000000,top
"LED408","LED_ARGB","LED_RGB_0606",270.150000,-32.825000,0.000000,top
"LED409","LED_ARGB","LED_RGB_0606",274.125000,-31.750000,0.000000,top
"LED410","LED_ARGB","LED_RGB_0606",277.775000,-30.850000,0.000000,top
"LED411","LED_ARGB","LED_RGB_0606",280.700000,-28.275000,0.000000,top
"LED412","LED_ARGB","LED_RGB_0606",283.250000,-25.450000,0.000000,top
"LED413","LED_ARGB","LED_RGB_0606",286.850000,-24.075000,0.000000,top
"LED414","LED_ARGB","LED_RGB_0606",290.175000,-22.250000,0.000000,top
"LED415","LED_ARGB","LED_RGB_0606",293.350000,-19.275000,0.000000,top
"LED416","LED_ARGB","LED_RGB_0606",297.450000,-17.650000,0.000000,top
"LED417","LED_ARGB","LED_RGB_0606",301.775000,-17.450000,0.000000,top
"LED418","LED_ARGB","LED_RGB_0606",305.200000,-18.925000,0.000000,top
"LED419","LED_ARGB","LED_RGB_0606",309.075000,-19.250000,0.000000,top
"LED420","LED_ARGB","LED_RGB_0606",312.900000,-19.575000,0.000000,top
"LED421","LED_ARGB","LED_RGB_0606",316.675000,-20.625000,0.000000,top
"LED422","LED_ARGB","LED_RGB_0606",319.925000,-18.925000,0.000000,top
"LED423","LED_ARGB","LED_RGB_0606",322.225000,-15.875000,0.000000,top
"LED424","LED_ARGB","LED_RGB_0606",322.250000,-12.300000,0.000000,top
"LED425","LED_ARGB","LED_RGB_0606",320.175000,-9.000000,0.000000,top
"LED426","LED_ARGB","LED_RGB_0606",318.800000,-5.450000,0.000000,top
"LED501","LED_ARGB","LED_RGB_0606",18.700000,-71.600000,0.000000,top
"LED502","LED_ARGB","LED_RGB_0606",14.500000,-67.400000,0.000000,top
"LED503","LED_ARGB","LED_RGB_0606",18.700000,-63.200000,0.000000,top
"LED504","LED_ARGB","LED_RGB_0606",23.000000,-67.400000,0.000000,top
"LED505","LED_ARGB","LED_RGB_0606",6.100000,-163.900000,0.000000,top
"LED506","LED_ARGB","LED_RGB_0606",6.100000,-158.700000,0.000000,top
"LED507","LED_ARGB","LED_RGB_0606",6.100000,-161.300000,0.000000,top
"R1","8.5k","R_0603_1608Metric",18.365199,-160.000000,180.000000,top
"R2","0R","R_0402_1005Metric",8.890000,-172.847000,0.000000,top
"R3","14.5k","R_0603_1608Metric",14.500000,-160.000000,0.000000,top
"R4","1.5k","R_0603_1608Metric",18.375000,-163.000000,180.000000,top
"R5","5.1k","R_0402_1005Metric",9.017000,-176.276000,0.000000,top
"R6","5.1k","R_0402_1005Metric",9.017000,-179.451000,0.000000,top
"R7","2.5k","R_0603_1608Metric",14.500000,-163.100000,180.000000,top
"R11","51","R_0402_1005Metric",95.250000,-99.949000,180.000000,top
"R12","20","R_0402_1005Metric",95.250000,-101.473000,180.000000,top
"R13","20","R_0402_1005Metric",93.218000,-100.711000,180.000000,top
"R14","51","R_0402_1005Metric",93.345000,-97.663000,180.000000,top
"R15","20","R_0402_1005Metric",93.218000,-99.187000,180.000000,top
"R16","20","R_0402_1005Metric",95.250000,-98.425000,180.000000,top
"R17","51","R_0402_1005Metric",98.171000,-94.488000,90.000000,top
"R18","4.7k","R_0402_1005Metric",57.150000,-172.085000,180.000000,top
"R19","4.7k","R_0402_1005Metric",57.150000,-170.815000,180.000000,top
"R20","2k","R_0402_1005Metric",49.657000,-161.925000,-90.000000,top
"R21","2k","R_0402_1005Metric",48.387000,-161.925000,-90.000000,top
"R22","20","R_0402_1005Metric",97.409000,-92.456000,90.000000,top
"R23","20","R_0402_1005Metric",96.647000,-94.488000,90.000000,top
"R24","51","R_0402_1005Metric",100.457000,-92.456000,90.000000,top
"R25","20","R_0402_1005Metric",99.695000,-94.488000,90.000000,top
"R26","20","R_0402_1005Metric",98.933000,-92.456000,90.000000,top
"R27","10k","R_0603_1608Metric",93.599000,-107.315000,90.000000,top
"R28","51","R_0402_1005Metric",102.743000,-94.488000,90.000000,top
"R29","20","R_0402_1005Metric",101.981000,-92.456000,90.000000,top
"R30","20","R_0402_1005Metric",101.219000,-94.488000,90.000000,top
"R31","51","R_0402_1005Metric",105.029000,-92.456000,90.000000,top
"R32","20","R_0402_1005Metric",104.267000,-94.488000,90.000000,top
"R33","20","R_0402_1005Metric",103.505000,-92.456000,90.000000,top
"R34","51","R_0402_1005Metric",107.315000,-94.488000,90.000000,top
"R35","20","R_0402_1005Metric",105.791000,-94.488000,90.000000,top
"R36","20","R_0402_1005Metric",106.553000,-92.456000,90.000000,top
"R37","51","R_0402_1005Metric",110.744000,-100.457000,0.000000,top
"R38","20","R_0402_1005Metric",108.712000,-99.695000,0.000000,top
"R39","20","R_0402_1005Metric",110.744000,-98.933000,0.000000,top
"R40","51","R_0402_1005Metric",108.712000,-98.171000,0.000000,top
"R41","20","R_0402_1005Metric",110.744000,-97.409000,0.000000,top
"R42","20","R_0402_1005Metric",108.712000,-96.647000,0.000000,top
"R43","51","R_0402_1005Metric",108.712000,-107.315000,0.000000,top
"R44","20","R_0402_1005Metric",110.744000,-106.553000,0.000000,top
"R45","20","R_0402_1005Metric",108.712000,-105.791000,0.000000,top
"R46","51","R_0402_1005Metric",110.744000,-105.029000,0.000000,top
"R47","20","R_0402_1005Metric",108.712000,-104.267000,0.000000,top
"R48","20","R_0402_1005Metric",110.744000,-103.505000,0.000000,top
"R49","51","R_0402_1005Metric",108.712000,-102.743000,0.000000,top
"R50","20","R_0402_1005Metric",110.744000,-101.981000,0.000000,top
"R51","20","R_0402_1005Metric",108.712000,-101.219000,0.000000,top
"R52","51","R_0402_1005Metric",110.744000,-109.601000,0.000000,top
"R53","20","R_0402_1005Metric",108.712000,-108.839000,0.000000,top
"R54","20","R_0402_1005Metric",110.744000,-108.077000,0.000000,top
"R55","51","R_0402_1005Metric",240.411000,-137.541000,90.000000,top
"R56","20","R_0402_1005Metric",239.649000,-135.636000,90.000000,top
"R57","20","R_0402_1005Metric",238.887000,-137.668000,90.000000,top
"R58","51","R_0402_1005Metric",247.269000,-135.636000,90.000000,top
"R59","20","R_0402_1005Metric",246.507000,-137.668000,90.000000,top
"R60","20","R_0402_1005Metric",245.745000,-135.636000,90.000000,top
"R61","51","R_0402_1005Metric",242.697000,-135.636000,90.000000,top
"R62","4.7k","R_0402_1005Metric",57.150000,-174.625000,180.000000,top
"R63","4.7k","R_0402_1005Metric",57.150000,-173.355000,180.000000,top
"R64","2k","R_0402_1005Metric",57.150000,-169.545000,180.000000,top
"R65","10k","R_0402_1005Metric",57.150000,-178.435000,180.000000,top
"R66","20","R_0402_1005Metric",241.935000,-137.668000,90.000000,top
"R67","20","R_0402_1005Metric",241.173000,-135.636000,90.000000,top
"R68","51","R_0402_1005Metric",237.490000,-143.129000,180.000000,top
"R69","20","R_0402_1005Metric",235.458000,-143.891000,180.000000,top
"R70","20","R_0402_1005Metric",235.458000,-145.034000,180.000000,top
"R71","10k","R_0603_1608Metric",235.839000,-150.495000,90.000000,top
"R72","51","R_0402_1005Metric",235.458000,-140.843000,180.000000,top
"R73","20","R_0402_1005Metric",237.490000,-141.605000,180.000000,top
"R74","20","R_0402_1005Metric",235.458000,-142.367000,180.000000,top
"R75","51","R_0402_1005Metric",244.983000,-137.668000,90.000000,top
"R76","20","R_0402_1005Metric",244.221000,-135.636000,90.000000,top
"R77","20","R_0402_1005Metric",243.459000,-137.668000,90.000000,top
"R78","51","R_0402_1005Metric",249.555000,-137.668000,90.000000,top
"R79","20","R_0402_1005Metric",248.793000,-135.636000,90.000000,top
"R80","20","R_0402_1005Metric",248.031000,-137.668000,90.000000,top
"R81","51","R_0402_1005Metric",250.952000,-141.351000,0.000000,top
"R82","20","R_0402_1005Metric",252.984000,-140.589000,0.000000,top
"R83","20","R_0402_1005Metric",250.952000,-139.827000,0.000000,top
"R84","51","R_0402_1005Metric",250.952000,-145.923000,0.000000,top
"R85","20","R_0402_1005Metric",252.984000,-145.161000,0.000000,top
"R86","20","R_0402_1005Metric",250.952000,-144.399000,0.000000,top
"R87","51","R_0402_1005Metric",250.952000,-150.495000,0.000000,top
"R88","20","R_0402_1005Metric",252.984000,-149.733000,0.000000,top
"R89","20","R_0402_1005Metric",250.952000,-148.971000,0.000000,top
"R90","51","R_0402_1005Metric",252.984000,-143.637000,0.000000,top
"R91","20","R_0402_1005Metric",250.952000,-142.875000,0.000000,top
"R92","20","R_0402_1005Metric",252.984000,-142.113000,0.000000,top
"R93","51","R_0402_1005Metric",252.984000,-146.685000,0.000000,top
"R94","20","R_0402_1005Metric",252.984000,-148.209000,0.000000,top
"R95","20","R_0402_1005Metric",250.952000,-147.447000,0.000000,top
"R96","51","R_0402_1005Metric",252.984000,-152.781000,0.000000,top
"R97","20","R_0402_1005Metric",250.952000,-152.019000,0.000000,top
"R98","20","R_0402_1005Metric",252.984000,-151.257000,0.000000,top
"R99","51","R_0402_1005Metric",327.406000,-25.273000,180.000000,top
"R100","20","R_0402_1005Metric",329.438000,-24.511000,180.000000,top
"R101","20","R_0402_1005Metric",327.406000,-23.749000,180.000000,top
"R102","51","R_0402_1005Metric",329.438000,-27.559000,180.000000,top
"R103","20","R_0402_1005Metric",327.406000,-26.797000,180.000000,top
"R104","20","R_0402_1005Metric",329.438000,-26.035000,180.000000,top
"R105","51","R_0402_1005Metric",327.406000,-29.845000,180.000000,top
"R106","4.7k","R_0402_1005Metric",57.150000,-177.165000,180.000000,top
"R107","4.7k","R_0402_1005Metric",57.150000,-175.895000,180.000000,top
"R108","Photoresistor","Photoresistor",73.660000,-185.420000,0.000000,top
"R109","51","R_0402_1005Metric",344.932000,-33.401000,0.000000,top
"R110","20","R_0402_1005Metric",329.438000,-29.083000,180.000000,top
"R111","20","R_0402_1005Metric",327.406000,-28.321000,180.000000,top
"R112","51","R_0402_1005Metric",329.438000,-32.131000,180.000000,top
"R113","20","R_0402_1005Metric",327.406000,-31.369000,180.000000,top
"R114","20","R_0402_1005Metric",329.438000,-30.607000,180.000000,top
"R115","10k","R_0603_1608Metric",344.551000,-26.035000,-90.000000,top
"R116","51","R_0402_1005Metric",327.406000,-34.417000,180.000000,top
"R117","20","R_0402_1005Metric",329.438000,-33.655000,180.000000,top
"R118","20","R_0402_1005Metric",327.406000,-32.893000,180.000000,top
"R119","51","R_0402_1005Metric",332.359000,-38.862000,-90.000000,top
"R120","20","R_0402_1005Metric",331.597000,-40.894000,-90.000000,top
"R121","20","R_0402_1005Metric",330.835000,-38.862000,-90.000000,top
"R122","51","R_0402_1005Metric",334.645000,-40.894000,-90.000000,top
"R123","20","R_0402_1005Metric",333.883000,-38.862000,-90.000000,top
"R124","20","R_0402_1005Metric",333.121000,-40.894000,-90.000000,top
"R125","51","R_0402_1005Metric",329.438000,-36.703000,180.000000,top
"R126","20","R_0402_1005Metric",327.406000,-35.941000,180.000000,top
"R127","20","R_0402_1005Metric",329.438000,-35.179000,180.000000,top
"R128","51","R_0402_1005Metric",341.503000,-38.862000,-90.000000,top
"R129","20","R_0402_1005Metric",340.741000,-40.894000,-90.000000,top
"R130","20","R_0402_1005Metric",339.979000,-38.862000,-90.000000,top
"R131","51","R_0402_1005Metric",337.693000,-40.894000,-90.000000,top
"R132","20","R_0402_1005Metric",338.455000,-38.862000,-90.000000,top
"R133","20","R_0402_1005Metric",339.217000,-40.894000,-90.000000,top
"R134","51","R_0402_1005Metric",336.931000,-38.862000,-90.000000,top
"R135","20","R_0402_1005Metric",336.169000,-40.894000,-90.000000,top
"R136","20","R_0402_1005Metric",335.407000,-38.862000,-90.000000,top
"R138","10k","R_0402_1005Metric",34.036000,-175.133000,90.000000,top
"R139","2k","R_0402_1005Metric",57.150000,-168.275000,180.000000,top
"R140","10k","R_0402_1005Metric",39.497000,-161.925000,-90.000000,top
"R145","20","R_0402_1005Metric",342.900000,-34.163000,0.000000,top
"R146","20","R_0402_1005Metric",344.932000,-34.925000,0.000000,top
"R147","4.7k","R_0402_1005Metric",45.847000,-161.925000,-90.000000,top
"R148","4.7k","R_0402_1005Metric",47.117000,-161.925000,-90.000000,top
"R149","10k","R_0603_1608Metric",204.300000,-14.775000,-90.000000,top
"R150","51","R_0402_1005Metric",203.300000,-19.900000,0.000000,top
"R151","20","R_0402_1005Metric",203.300000,-18.300000,0.000000,top
"R152","20","R_0402_1005Metric",205.300000,-19.100000,0.000000,top
"R153","51","R_0402_1005Metric",205.300000,-22.300000,0.000000,top
"R154","20","R_0402_1005Metric",205.300000,-20.700000,0.000000,top
"R155","20","R_0402_1005Metric",203.300000,-21.500000,0.000000,top
"R156","51","R_0402_1005Metric",199.900000,-25.710000,-90.000000,top
"R157","20","R_0402_1005Metric",200.700000,-27.710000,-90.000000,top
"R158","20","R_0402_1005Metric",201.500000,-25.710000,-90.000000,top
"R159","51","R_0402_1005Metric",197.500000,-27.710000,-90.000000,top
"R160","20","R_0402_1005Metric",198.300000,-25.710000,-90.000000,top
"R161","20","R_0402_1005Metric",199.100000,-27.710000,-90.000000,top
"R162","51","R_0402_1005Metric",195.100000,-25.710000,-90.000000,top
"R163","20","R_0402_1005Metric",195.900000,-27.710000,-90.000000,top
"R164","20","R_0402_1005Metric",196.700000,-25.710000,-90.000000,top
"R165","51","R_0402_1005Metric",192.700000,-27.710000,-90.000000,top
"R166","20","R_0402_1005Metric",193.500000,-25.710000,-90.000000,top
"R167","20","R_0402_1005Metric",194.300000,-27.700000,-90.000000,top
"R168","51","R_0402_1005Metric",189.190000,-23.800000,180.000000,top
"R169","20","R_0402_1005Metric",191.900000,-25.710000,-90.000000,top
"R170","20","R_0402_1005Metric",191.100000,-27.710000,-90.000000,top
"R171","51","R_0402_1005Metric",189.190000,-19.000000,180.000000,top
"R172","20","R_0402_1005Metric",187.190000,-19.800000,180.000000,top
"R173","20","R_0402_1005Metric",189.190000,-20.600000,180.000000,top
"R174","51","R_0402_1005Metric",187.190000,-21.400000,180.000000,top
"R175","20","R_0402_1005Metric",189.190000,-22.200000,180.000000,top
"R176","20","R_0402_1005Metric",187.190000,-23.000000,180.000000,top
"R177","51","R_0402_1005Metric",187.200000,-11.900000,180.000000,top
"R178","20","R_0402_1005Metric",189.200000,-12.700000,180.000000,top
"R179","20","R_0402_1005Metric",187.200000,-13.500000,180.000000,top
"R180","51","R_0402_1005Metric",189.200000,-14.300000,180.000000,top
"R181","20","R_0402_1005Metric",187.200000,-15.100000,180.000000,top
"R182","20","R_0402_1005Metric",189.200000,-15.900000,180.000000,top
"R183","51","R_0402_1005Metric",187.200000,-16.600000,180.000000,top
"R184","20","R_0402_1005Metric",189.190000,-17.400000,180.000000,top
"R185","20","R_0402_1005Metric",187.190000,-18.200000,180.000000,top
"R186","51","R_0402_1005Metric",189.200000,-9.500000,180.000000,top
"R187","20","R_0402_1005Metric",187.200000,-10.300000,180.000000,top
"R188","20","R_0402_1005Metric",189.200000,-11.100000,180.000000,top
"SW1","SW_Push","SW_SPST_SKQG_WithoutStem",27.940000,-175.260000,180.000000,top
"SW2","SW_Push","SW_SPST_SKQG_WithoutStem",27.940000,-167.640000,180.000000,top
"SW3","SW_Push","SW_SPST_SKQG_WithoutStem",10.414000,-60.410000,90.000000,top
"U1","MCP4651T-503E/ST","TSSOP14_MC_MCH",16.600000,-167.800000,180.000000,top
"U2","AMS1117-3.3","SOT-223-3_TabPin2",15.494000,-185.928000,0.000000,top
"U3","USBLC6-2SC6","SOT-23-6",12.700000,-177.800000,0.000000,top
"U5","IS31FL3741A","QFN40P700X700X80-61N",101.600000,-101.600000,0.000000,top
"U6","IS31FL3741A","QFN40P700X700X80-61N",243.840000,-144.780000,0.000000,top
"U7","IS31FL3741A","QFN40P700X700X80-61N",336.550000,-31.750000,180.000000,top
"U12","IS31FL3741A","QFN40P700X700X80-61N",196.500000,-18.500000,180.000000,top
"U13","ESP32-S3-WROOM-1","ESP32-S3-WROOM-1",45.250000,-177.050000,180.000000,top
