Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
LED40,LED_ARGB,LED_RGB_0606,141.1478,-73.1266,0.0,top
LED400,LED_ARGB,LED_RGB_0606,305.073,-18.798,0.0,top
LED401,LED_ARGB,LED_RGB_0606,308.948,-19.123,0.0,top
LED402,LED_ARGB,LED_RGB_0606,312.773,-19.448,0.0,top
LED403,LED_ARGB,LED_RGB_0606,316.548,-20.498,0.0,top
LED404,LED_ARGB,LED_RGB_0606,319.798,-18.798,0.0,top
LED405,LED_ARGB,LED_RGB_0606,322.098,-15.748,0.0,top
LED406,LED_ARGB,LED_RGB_0606,322.123,-12.173,0.0,top
LED407,LED_ARGB,LED_RGB_0606,320.048,-8.873,0.0,top
LED408,LED_ARGB,LED_RGB_0606,318.673,-5.323,0.0,top
LED409,LED_ARGB,LED_RGB_0606,18.573,-71.473,0.0,top
LED41,LED_ARGB,LED_RGB_0606,144.6022,-74.7522,0.0,top
LED410,LED_ARGB,LED_RGB_0606,14.373,-67.273,0.0,top
LED411,LED_ARGB,LED_RGB_0606,18.573,-63.073,0.0,top
LED412,LED_ARGB,LED_RGB_0606,22.873,-67.273,0.0,top
LED413,LED_ARGB,LED_RGB_0606,5.973,-163.773,0.0,top
LED414,LED_ARGB,LED_RGB_0606,5.973,-161.173,0.0,top
LED42,LED_ARGB,LED_RGB_0606,148.6154,-75.057,0.0,top
LED43,LED_ARGB,LED_RGB_0606,152.5778,-75.1586,0.0,top
LED44,LED_ARGB,LED_RGB_0606,156.4894,-75.4634,0.0,top
LED45,LED_ARGB,LED_RGB_0606,160.5026,-75.8698,0.0,top
LED47,LED_ARGB,LED_RGB_0606,146.7358,-63.6778,0.0,top
LED48,LED_ARGB,LED_RGB_0606,149.8346,-66.2178,0.0,top
LED49,LED_ARGB,LED_RGB_0606,153.035,-67.2846,0.0,top
LED5,LED_ARGB,LED_RGB_0606,19.7358,-31.623,0.0,top
LED50,LED_ARGB,LED_RGB_0606,156.7942,-66.4718,0.0,top
LED51,LED_ARGB,LED_RGB_0606,160.7566,-66.5226,0.0,top
LED52,LED_ARGB,LED_RGB_0606,164.719,-66.4718,0.0,top
LED53,LED_ARGB,LED_RGB_0606,168.6814,-66.4718,0.0,top
LED54,LED_ARGB,LED_RGB_0606,172.6438,-66.421,0.0,top
LED55,LED_ARGB,LED_RGB_0606,146.3294,-77.8002,0.0,top
LED56,LED_ARGB,LED_RGB_0606,146.3802,-81.6102,0.0,top
LED57,LED_ARGB,LED_RGB_0606,146.3802,-85.5726,0.0,top
LED58,LED_ARGB,LED_RGB_0606,148.6154,-88.519,0.0,top
LED59,LED_ARGB,LED_RGB_0606,151.8158,-90.9066,0.0,top
LED6,LED_ARGB,LED_RGB_0606,23.6474,-30.9118,0.0,top
LED60,LED_ARGB,LED_RGB_0606,154.1526,-94.0562,0.0,top
LED61,LED_ARGB,LED_RGB_0606,156.3878,-97.3582,0.0,top
LED62,LED_ARGB,LED_RGB_0606,157.7086,-100.8126,0.0,top
LED63,LED_ARGB,LED_RGB_0606,160.7566,-103.1494,0.0,top
LED64,LED_ARGB,LED_RGB_0606,176.6062,-65.7098,0.0,top
LED65,LED_ARGB,LED_RGB_0606,180.6194,-64.9478,0.0,top
LED66,LED_ARGB,LED_RGB_0606,184.277,-63.4746,0.0,top
LED67,LED_ARGB,LED_RGB_0606,188.2902,-63.4238,0.0,top
LED68,LED_ARGB,LED_RGB_0606,192.0494,-63.3222,0.0,top
LED69,LED_ARGB,LED_RGB_0606,194.3862,-60.6806,0.0,top
LED7,LED_ARGB,LED_RGB_0606,27.6606,-30.3022,0.0,top
LED70,LED_ARGB,LED_RGB_0606,198.0438,-60.4266,0.0,top
LED71,LED_ARGB,LED_RGB_0606,202.057,-60.833,0.0,top
LED72,LED_ARGB,LED_RGB_0606,205.773,-62.273,0.0,top
LED73,LED_ARGB,LED_RGB_0606,164.465,-76.327,0.0,top
LED74,LED_ARGB,LED_RGB_0606,168.4274,-76.581,0.0,top
LED75,LED_ARGB,LED_RGB_0606,172.1358,-78.2066,0.0,top
LED76,LED_ARGB,LED_RGB_0606,175.5394,-79.4766,0.0,top
LED77,LED_ARGB,LED_RGB_0606,179.3494,-80.7466,0.0,top
LED78,LED_ARGB,LED_RGB_0606,182.7022,-82.6262,0.0,top
LED79,LED_ARGB,LED_RGB_0606,186.7154,-82.8802,0.0,top
LED8,LED_ARGB,LED_RGB_0606,31.623,-29.8958,0.0,top
LED80,LED_ARGB,LED_RGB_0606,190.4238,-83.7946,0.0,top
LED81,LED_ARGB,LED_RGB_0606,194.3862,-84.5058,0.0,top
LED82,LED_ARGB,LED_RGB_0606,164.465,-103.759,0.0,top
LED83,LED_ARGB,LED_RGB_0606,167.7162,-106.045,0.0,top
LED84,LED_ARGB,LED_RGB_0606,171.069,-107.2642,0.0,top
LED85,LED_ARGB,LED_RGB_0606,174.8282,-108.5342,0.0,top
LED86,LED_ARGB,LED_RGB_0606,178.2826,-110.5154,0.0,top
LED87,LED_ARGB,LED_RGB_0606,182.1942,-111.4298,0.0,top
LED88,LED_ARGB,LED_RGB_0606,185.9534,-111.8362,0.0,top
LED89,LED_ARGB,LED_RGB_0606,189.865,-112.4966,0.0,top
LED9,LED_ARGB,LED_RGB_0606,35.5854,-29.6926,0.0,top
LED90,LED_ARGB,LED_RGB_0606,193.8782,-113.157,0.0,top
LED91,LED_ARGB,LED_RGB_0606,209.7278,-62.611,0.0,top
LED92,LED_ARGB,LED_RGB_0606,213.6394,-62.6618,0.0,top
LED93,LED_ARGB,LED_RGB_0606,217.6526,-62.7126,0.0,top
LED94,LED_ARGB,LED_RGB_0606,221.615,-62.7634,0.0,top
LED95,LED_ARGB,LED_RGB_0606,225.5774,-62.9158,0.0,top
LED96,LED_ARGB,LED_RGB_0606,229.1334,-64.2874,0.0,top
LED97,LED_ARGB,LED_RGB_0606,232.4354,-65.8114,0.0,top
LED98,LED_ARGB,LED_RGB_0606,235.8898,-63.881,0.0,top
LED99,LED_ARGB,LED_RGB_0606,239.5982,-64.2366,0.0,top
R1,8.5k,R_0603_1608Metric,18.238199,-159.873,180.0,top
R100,20,R_0402_1005Metric,329.311,-24.384,180.0,top
R101,20,R_0402_1005Metric,327.279,-23.622,180.0,top
R102,51,R_0402_1005Metric,329.311,-27.432,180.0,top
R103,20,R_0402_1005Metric,327.279,-26.67,180.0,top
R104,20,R_0402_1005Metric,329.311,-25.908,180.0,top
R105,51,R_0402_1005Metric,327.279,-29.718,180.0,top
R106,4.7k,R_0402_1005Metric,57.023,-177.038,180.0,top
R107,4.7k,R_0402_1005Metric,57.023,-175.768,180.0,top
R108,Photoresistor,Photoresistor,73.533,-185.293,0.0,top
R109,51,R_0402_1005Metric,344.805,-33.274,0.0,top
R11,51,R_0402_1005Metric,95.123,-99.822,180.0,top
R110,20,R_0402_1005Metric,329.311,-28.956,180.0,top
R111,20,R_0402_1005Metric,327.279,-28.194,180.0,top
R112,51,R_0402_1005Metric,329.311,-32.004,180.0,top
R113,20,R_0402_1005Metric,327.279,-31.242,180.0,top
R114,20,R_0402_1005Metric,329.311,-30.48,180.0,top
R115,10k,R_0603_1608Metric,344.424,-25.908,-90.0,top
R116,51,R_0402_1005Metric,327.279,-34.29,180.0,top
R117,20,R_0402_1005Metric,329.311,-33.528,180.0,top
R118,20,R_0402_1005Metric,327.279,-32.766,180.0,top
R119,51,R_0402_1005Metric,332.232,-38.735,-90.0,top
R12,20,R_0402_1005Metric,95.123,-101.346,180.0,top
R120,20,R_0402_1005Metric,331.47,-40.767,-90.0,top
R121,20,R_0402_1005Metric,330.708,-38.735,-90.0,top
R122,51,R_0402_1005Metric,334.518,-40.767,-90.0,top
R123,20,R_0402_1005Metric,333.756,-38.735,-90.0,top
R124,20,R_0402_1005Metric,332.994,-40.767,-90.0,top
R125,51,R_0402_1005Metric,329.311,-36.576,180.0,top
R126,20,R_0402_1005Metric,327.279,-35.814,180.0,top
R127,20,R_0402_1005Metric,329.311,-35.052,180.0,top
R128,51,R_0402_1005Metric,341.376,-38.735,-90.0,top
R129,20,R_0402_1005Metric,340.614,-40.767,-90.0,top
R13,20,R_0402_1005Metric,93.091,-100.584,180.0,top
R130,20,R_0402_1005Metric,339.852,-38.735,-90.0,top
R131,51,R_0402_1005Metric,337.566,-40.767,-90.0,top
R132,20,R_0402_1005Metric,338.328,-38.735,-90.0,top
R133,20,R_0402_1005Metric,339.09,-40.767,-90.0,top
R134,51,R_0402_1005Metric,336.804,-38.735,-90.0,top
R135,20,R_0402_1005Metric,336.042,-40.767,-90.0,top
R136,20,R_0402_1005Metric,335.28,-38.735,-90.0,top
R138,10k,R_0402_1005Metric,33.909,-175.006,90.0,top
R139,2k,R_0402_1005Metric,57.023,-168.148,180.0,top
R14,51,R_0402_1005Metric,93.218,-97.536,180.0,top
R140,10k,R_0402_1005Metric,39.37,-161.798,-90.0,top
R145,20,R_0402_1005Metric,342.773,-34.036,0.0,top
R146,20,R_0402_1005Metric,344.805,-34.798,0.0,top
R147,4.7k,R_0402_1005Metric,45.72,-161.798,-90.0,top
R148,4.7k,R_0402_1005Metric,46.99,-161.798,-90.0,top
R149,10k,R_0603_1608Metric,204.173,-14.648,-90.0,top
R15,20,R_0402_1005Metric,93.091,-99.06,180.0,top
R150,51,R_0402_1005Metric,203.173,-19.773,0.0,top
R151,20,R_0402_1005Metric,203.173,-18.173,0.0,top
R152,20,R_0402_1005Metric,205.173,-18.973,0.0,top
R153,51,R_0402_1005Metric,205.173,-22.173,0.0,top
R154,20,R_0402_1005Metric,205.173,-20.573,0.0,top
R155,20,R_0402_1005Metric,203.173,-21.373,0.0,top
R156,51,R_0402_1005Metric,199.773,-25.583,-90.0,top
R157,20,R_0402_1005Metric,200.573,-27.583,-90.0,top
R158,20,R_0402_1005Metric,201.373,-25.583,-90.0,top
R159,51,R_0402_1005Metric,197.373,-27.583,-90.0,top
R16,20,R_0402_1005Metric,95.123,-98.298,180.0,top
R160,20,R_0402_1005Metric,198.173,-25.583,-90.0,top
R161,20,R_0402_1005Metric,198.973,-27.583,-90.0,top
R162,51,R_0402_1005Metric,194.973,-25.583,-90.0,top
R163,20,R_0402_1005Metric,195.773,-27.583,-90.0,top
R164,20,R_0402_1005Metric,196.573,-25.583,-90.0,top
R165,51,R_0402_1005Metric,192.573,-27.583,-90.0,top
R166,20,R_0402_1005Metric,193.373,-25.583,-90.0,top
R167,20,R_0402_1005Metric,194.173,-27.573,-90.0,top
R168,51,R_0402_1005Metric,189.063,-23.673,180.0,top
R169,20,R_0402_1005Metric,191.773,-25.583,-90.0,top
R17,51,R_0402_1005Metric,98.044,-94.361,90.0,top
R170,20,R_0402_1005Metric,190.973,-27.583,-90.0,top
R171,51,R_0402_1005Metric,189.063,-18.873,180.0,top
R172,20,R_0402_1005Metric,187.063,-19.673,180.0,top
R173,20,R_0402_1005Metric,189.063,-20.473,180.0,top
R174,51,R_0402_1005Metric,187.063,-21.273,180.0,top
R175,20,R_0402_1005Metric,189.063,-22.073,180.0,top
R176,20,R_0402_1005Metric,187.063,-22.873,180.0,top
R177,51,R_0402_1005Metric,187.073,-11.773,180.0,top
R178,20,R_0402_1005Metric,189.073,-12.573,180.0,top
R179,20,R_0402_1005Metric,187.073,-13.373,180.0,top
R18,4.7k,R_0402_1005Metric,57.023,-171.958,180.0,top
R180,51,R_0402_1005Metric,189.073,-14.173,180.0,top
R181,20,R_0402_1005Metric,187.073,-14.973,180.0,top
R182,20,R_0402_1005Metric,189.073,-15.773,180.0,top
R183,51,R_0402_1005Metric,187.073,-16.473,180.0,top
R184,20,R_0402_1005Metric,189.063,-17.273,180.0,top
R185,20,R_0402_1005Metric,187.063,-18.073,180.0,top
R186,51,R_0402_1005Metric,189.073,-9.373,180.0,top
R187,20,R_0402_1005Metric,187.073,-10.173,180.0,top
R188,20,R_0402_1005Metric,189.073,-10.973,180.0,top
R19,4.7k,R_0402_1005Metric,57.023,-170.688,180.0,top
R2,0R,R_0402_1005Metric,8.763,-172.72,0.0,top
R20,2k,R_0402_1005Metric,49.53,-161.798,-90.0,top
R21,2k,R_0402_1005Metric,48.26,-161.798,-90.0,top
R22,20,R_0402_1005Metric,97.282,-92.329,90.0,top
R23,20,R_0402_1005Metric,96.52,-94.361,90.0,top
R24,51,R_0402_1005Metric,100.33,-92.329,90.0,top
R25,20,R_0402_1005Metric,99.568,-94.361,90.0,top
R26,20,R_0402_1005Metric,98.806,-92.329,90.0,top
R27,10k,R_0603_1608Metric,93.472,-107.188,90.0,top
R28,51,R_0402_1005Metric,102.616,-94.361,90.0,top
R29,20,R_0402_1005Metric,101.854,-92.329,90.0,top
R3,14.5k,R_0603_1608Metric,14.373,-159.873,0.0,top
R30,20,R_0402_1005Metric,101.092,-94.361,90.0,top
R31,51,R_0402_1005Metric,104.902,-92.329,90.0,top
R32,20,R_0402_1005Metric,104.14,-94.361,90.0,top
R33,20,R_0402_1005Metric,103.378,-92.329,90.0,top
R34,51,R_0402_1005Metric,107.188,-94.361,90.0,top
R35,20,R_0402_1005Metric,105.664,-94.361,90.0,top
R36,20,R_0402_1005Metric,106.426,-92.329,90.0,top
R37,51,R_0402_1005Metric,110.617,-100.33,0.0,top
R38,20,R_0402_1005Metric,108.585,-99.568,0.0,top
R39,20,R_0402_1005Metric,110.617,-98.806,0.0,top
R4,1.5k,R_0603_1608Metric,18.248,-162.873,180.0,top
R40,51,R_0402_1005Metric,108.585,-98.044,0.0,top
R41,20,R_0402_1005Metric,110.617,-97.282,0.0,top
R42,20,R_0402_1005Metric,108.585,-96.52,0.0,top
R43,51,R_0402_1005Metric,108.585,-107.188,0.0,top
R44,20,R_0402_1005Metric,110.617,-106.426,0.0,top
R45,20,R_0402_1005Metric,108.585,-105.664,0.0,top
R46,51,R_0402_1005Metric,110.617,-104.902,0.0,top
R47,20,R_0402_1005Metric,108.585,-104.14,0.0,top
R48,20,R_0402_1005Metric,110.617,-103.378,0.0,top
R49,51,R_0402_1005Metric,108.585,-102.616,0.0,top
R5,5.1k,R_0402_1005Metric,8.89,-176.149,0.0,top
R50,20,R_0402_1005Metric,110.617,-101.854,0.0,top
R51,20,R_0402_1005Metric,108.585,-101.092,0.0,top
R52,51,R_0402_1005Metric,110.617,-109.474,0.0,top
R53,20,R_0402_1005Metric,108.585,-108.712,0.0,top
R54,20,R_0402_1005Metric,110.617,-107.95,0.0,top
R55,51,R_0402_1005Metric,240.284,-137.414,90.0,top
R56,20,R_0402_1005Metric,239.522,-135.509,90.0,top
R57,20,R_0402_1005Metric,238.76,-137.541,90.0,top
R58,51,R_0402_1005Metric,247.142,-135.509,90.0,top
R59,20,R_0402_1005Metric,246.38,-137.541,90.0,top
R6,5.1k,R_0402_1005Metric,8.89,-179.324,0.0,top
R60,20,R_0402_1005Metric,245.618,-135.509,90.0,top
R61,51,R_0402_1005Metric,242.57,-135.509,90.0,top
R62,4.7k,R_0402_1005Metric,57.023,-174.498,180.0,top
R63,4.7k,R_0402_1005Metric,57.023,-173.228,180.0,top
R64,2k,R_0402_1005Metric,57.023,-169.418,180.0,top
R65,10k,R_0402_1005Metric,57.023,-178.308,180.0,top
R66,20,R_0402_1005Metric,241.808,-137.541,90.0,top
R67,20,R_0402_1005Metric,241.046,-135.509,90.0,top
R68,51,R_0402_1005Metric,237.363,-143.002,180.0,top
R69,20,R_0402_1005Metric,235.331,-143.764,180.0,top
R7,2.5k,R_0603_1608Metric,14.373,-162.973,180.0,top
R70,20,R_0402_1005Metric,235.331,-144.907,180.0,top
R71,10k,R_0603_1608Metric,235.712,-150.368,90.0,top
R72,51,R_0402_1005Metric,235.331,-140.716,180.0,top
R73,20,R_0402_1005Metric,237.363,-141.478,180.0,top
R74,20,R_0402_1005Metric,235.331,-142.24,180.0,top
R75,51,R_0402_1005Metric,244.856,-137.541,90.0,top
R76,20,R_0402_1005Metric,244.094,-135.509,90.0,top
R77,20,R_0402_1005Metric,243.332,-137.541,90.0,top
R78,51,R_0402_1005Metric,249.428,-137.541,90.0,top
R79,20,R_0402_1005Metric,248.666,-135.509,90.0,top
R80,20,R_0402_1005Metric,247.904,-137.541,90.0,top
R81,51,R_0402_1005Metric,250.825,-141.224,0.0,top
R82,20,R_0402_1005Metric,252.857,-140.462,0.0,top
R83,20,R_0402_1005Metric,250.825,-139.7,0.0,top
R84,51,R_0402_1005Metric,250.825,-145.796,0.0,top
R85,20,R_0402_1005Metric,252.857,-145.034,0.0,top
R86,20,R_0402_1005Metric,250.825,-144.272,0.0,top
R87,51,R_0402_1005Metric,250.825,-150.368,0.0,top
R88,20,R_0402_1005Metric,252.857,-149.606,0.0,top
R89,20,R_0402_1005Metric,250.825,-148.844,0.0,top
R90,51,R_0402_1005Metric,252.857,-143.51,0.0,top
R91,20,R_0402_1005Metric,250.825,-142.748,0.0,top
R92,20,R_0402_1005Metric,252.857,-141.986,0.0,top
R93,51,R_0402_1005Metric,252.857,-146.558,0.0,top
R94,20,R_0402_1005Metric,252.857,-148.082,0.0,top
R95,20,R_0402_1005Metric,250.825,-147.32,0.0,top
R96,51,R_0402_1005Metric,252.857,-152.654,0.0,top
R97,20,R_0402_1005Metric,250.825,-151.892,0.0,top
R98,20,R_0402_1005Metric,252.857,-151.13,0.0,top
R99,51,R_0402_1005Metric,327.279,-25.146,180.0,top
SW1,SW_Push,SW_SPST_SKQG_WithoutStem,27.813,-175.133,180.0,top
SW2,SW_Push,SW_SPST_SKQG_WithoutStem,27.813,-167.513,180.0,top
SW3,SW_Push,SW_SPST_SKQG_WithoutStem,10.287,-60.283,90.0,top
U1,MCP4651T-503E/ST,TSSOP14_MC_MCH,16.473,-167.673,180.0,top
U12,IS31FL3741A,QFN40P700X700X80-61N,196.373,-18.373,180.0,top
U13,ESP32-S3-WROOM-1,ESP32-S3-WROOM-1,45.123,-173.153,180.0,top
U2,AMS1117-3.3,SOT-223-3_TabPin2,15.367,-185.801,0.0,top
U3,USBLC6-2SC6,SOT-23-6,12.573,-177.673,0.0,top
U5,IS31FL3741A,QFN40P700X700X80-61N,101.473,-101.473,0.0,top
U6,IS31FL3741A,QFN40P700X700X80-61N,243.713,-144.653,0.0,top
U7,IS31FL3741A,QFN40P700X700X80-61N,336.423,-31.623,180.0,top
